	id	sentence1	sentence2	similarity
5554	6ebf31876cbf91944af639531	Senate confirms Obama nominee to key appeals court	Senate approves Obama nominee to key appeals court	5.0
479	22be4174f9bc8b4142c75cdcf	A man is playing a wooden flute while several other men play bongo drums.	A man is playing a flute.	3.25
5737	08810f9d95cce3b849b043357	Thomas Cook accused of putting costs before customers	University of Florida frat accused of spitting on wounded war veterans	0.0
5022	d997cc5b5afba29e2c40c1e2f	Moscow's Crimea success could lead to it redrawing Ukraine's eastern border	Merkel: Russian actions could lead to a catastrophe	2.6
1541	ce14b3e78d88c5f09818eaa0a	A tent and a campsite in a sunlit forest.	A white dog on a beach is carrying a stick in its mouth.	0.0
4787	360759b84f41bcec23533bf68	Israeli forces detain 5 Palestinians in West Bank	Israeli Forces Arrest Five Palestinians across West Bank	4.8
7259	fd1cc831b1724b23fc3d9333b	A man is playing a guitar.	A man is playing a trumpet.	1.714
6976	688df96b5dc0aee041f2ac542	On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.	Yesterday, the Concorde seemed to launch itself straight out of the rising sun.	3.4
3494	0f50ebc0988681be33b116837	helmand province is the world's largest opium-producing region. 	helmand province is the world's largest producer of opium.	5.0
4648	3530a1270c255a08f948750a0	Iran says serious issues remain in nuclear talks	"Iran vows to preserve ""peaceful"" nuclear program"	1.6
8571	5cfbfd0b9203071ce7473fdbc	Croatia begins countdown to historic EU entry	Croatia countdowns to joining EU	4.8
3360	c3700ab8b21027eb374231de2	Mr Colpin did not specify whether it was this system that was at the centre of the investigation.	Neither OLAF nor the Belgian prosecutors have specified if it was this system that was at the centre of the investigation.	2.2
5644	2a68d81b543c45c725ac7ec2f	US to Determine Extent of Chemical Weapons Use by Syria	What we know so far about chemical weapons in Syria's civil war	2.0
6288	a1514720cb5115db81c24af8d	The biker is doing dangerous stunts.	A biker is doing stunts.	4.4
4317	4d414dbb0d1ef3dbb69c9568c	7 dead in Christian school shooting	5 wounded in Ohio school shooting	1.4
2312	4661692cc5f4f9eff80128748	I thought that was mostly just the Dutch.	In fact, it's just the Dutch.	2.6
6887	42ad9eb281eb1fcc51b33fce3	The router will be available in the first quarter of 2004 and will cost around $200, the company said.	Netgear prices the WGT634U Super Wireless Media Router, which will be available in the first quarter of 2004, at under $200.	3.0
212	a6daacc4178b56443c9005a44	The woman is cutting cooked octopus.	A woman is chopping octopus.	3.8
5570	ec20c3dc093900d82d1ba145b	Qatar's emir hands power to his son	Qatari emir hands power to son Tamim	4.0
5885	981c7498241fb32f34c4edd56	A person is peeling shrimp.	A man is peeling shrimp.	3.8
8590	2c0c3b2b4882f5125871d8238	Floods in central Europe continue to create havoc	Europe floods continue to create havoc	4.6
4818	d8240b32e4d773f0cdc3f16d8	Six Australians killed in Laos plane crash	Dozens killed in Laos plane crash	3.0
3247	190ca843a487c52e17e46eae5	"""If you pass this bill, Big Brother will be watching you,"" said Rep. John Mabry, D-Waco."	"""If you pass this bill,"" Rep. John Mabry Jr., D-Waco, told colleagues, ""Big Brother will be watching you."""	4.8
1289	444222fc3bba2b6bc77c920fd	A buddha statue holding a candle is sitting on a table.	A man fishing on a small boat while on a lake.	0.0
3582	0b8f5fc3e897093db88f76adf	the panamanian foreign ministry communique stated that the task force will facilitate the technological transfer and promote the biofuel production and consumption. 	the panamanian foreign ministry communique stated that panama and brazil signed 3 juridical-issue treaties that included an extradition	1.8
5271	dc959f62b0509d6c9d0fe4aef	Updated - Two explosions near finish line of Boston Marathon	Two explosions at Boston Marathon finish line	5.0
3744	3994c4390941ec2b78b9eab48	shalgam's visit to london is the first by a libyan foreign minister since 1969. 	a visit to libya by the russian foreign minister was announced.	2.6
5158	a850dc69b26d8fd15f5489fad	Five children buried alive in Bohol landslide	Nine children die in attack in Afghanistan attack	0.4
3782	153477a9595b748908c51677a	Moscow protesters demand Vladimir Putin's resignation	Moscow protest against Vladimir Putin smaller and quieter	1.8
5273	832a20f1bb5757cf141d0fa49	Winter Storm Ion: State-By-State...	Winter Storm Janus: State-by-State...	3.0
3650	29382a9d70789690cb2bbb78e	blix stated that it is essential to increase efforts to eliminate nuclear arms and weapons of mass destruction. 	blix was visiting new zealand and said that it is essential that greater efforts be made to eliminate nuclear arms and weapons of mass destruction.	3.4
7341	7e60598e3ed12f99bb29b3de4	A man is seasoning some carrots.	A woman is slicing garlic.	0.8
6488	b69751339a32a4dcbcf995f82	Chances are picking the seeds once it's gone to seed isn't going to actually encourage new growth.	The longer you can leave the seed-heads on the plant the better (IMHO).	1.6
5984	6b1663467399c40a25b6e67e2	The baby laughed in his car seat.	A baby is laughing.	3.1
2614	a8b62b01eb1c6f148ed8fee64	Spot gold was quoted at $367.90/368.60 an ounce at 1000 GMT, having marched up to $369.50 -- a level not seen since February 10.	Spot gold was quoted at $358.65/359.15 an ounce at 0500 GMT, having darted as high as $359.25 -- a level not seen since February 25.	3.25
4200	f9e65afe86beb0e9c226103f0	Spain asks for bank rescue	Spaniard on trial for Cuban dissident’s death	0.2
5172	bd55385e050c1da2b7185075a	Foreign exchange rates in India	Foreign exchange rates in Singapore	1.4
2522	f453e8e1fd843a2414fe9cf37	Washington, however, said more was needed to prevent complaints being filed in the first place.	But the US insisted it wanted more done to prevent complaints being filed in the first place, preferably by repealing the entire law.	2.8
6767	4f173d8e4aa6d57c24d68ba08	"""I started crying and yelling at him, 'What do you mean, what are you saying, why did you lie to me?'"""	Gulping for air, I started crying and yelling at him, 'What do you mean?	3.8
978	4730d07a5e62be6c5a773a7c0	A couple of policewomen are singing karaoke.	Two women are dancing.	0.8
7716	9b3b7df72ae58a2ac01c26f0f	Four girls in swimsuits are playing volleyball at the beach.	Four ladies in swimsuits play sand volleyball on the beach.	4.0
4851	85159d021aa9363b5e18d321f	Israeli Minister Slams Kerry's Boycott Warning	Israeli minister slams Kerry’s boycott warning	4.6
7097	91f45ccec46b4ecdaf6170589	Thai police use tear gas against protesters	Brazil leader breaks silence about protests	1.0
4661	aa8b1612d70235f63dd7ccd33	Dozens injured as Boeing 777 jet crash lands at San Francisco airport	Asiana Air Boeing 777 crash lands at San Francisco airport	3.8
4889	1ec15e8b0e918fb63a55f066d	Egypt set to lure Gulf investors	Egypt seeks to lure investors ...	3.4
1848	1dc6ac518e414380a70e013e4	A dog jumps in midair to catch a Frisbee.	The brown dog jumps for a pink Frisbee.	4.0
8042	cc0749d22991002b31e61f521	Problem is, the system doesn't account for people who could care less about money, or title.	The Joker doesn't care about money.	1.0
3098	9be7da30dbd83d533d83807f8	"This is America, my friends, and it should not happen here,"" he said to loud applause."	"""This is America, my friends, and it should not happen here."""	3.25
8240	91ef2ee37d9a22169c5831ebf	The American conservatives are clearly in the minority within the Episcopal Church.	The letter indicates the Vatican's interest in bolstering conservatives within the Episcopal Church.	1.8
5275	ff8f3f3dddbc70604293d974f	Bomb attacks kill 20 in Baghdad's Christian areas	Bombs Kill 35 in Baghdad Christian Area	3.0
836	1a9fa4edd24d3a0db1743a50f	The man ran and jumped against the wall.	A man jumps into a wall.	3.4
779	0998145117d85e01cd252c327	A tiger trys to climb the wall.	A lion is trying to climb up over a wall.	3.0
4189	8d18bd396573a07928c0fa49c	Putin sworn in as Russian growth falters	Putin sworn in as Russia's president for 6 years	2.4
3827	61c6c9cab316c75065e8e0d0f	New Jersey School Bans Hugging	US school bans hugging	3.6
8167	c47e8c598078240a675a8907f	On the cell's surface, the foreign components are recognised by other cells that then realise it is infected and kill it.	The foreign bits are recognized by other cells that realize it is infected and kill it.	4.25
457	e2a0885352fd8cff992617a74	The girl flew her kite while she ran up a hill.	A girl loses her kite.	2.25
728	4f734d4304aedc59c250d2c93	A woman puts slabs of meat in a pan.	A man puts pieces of meat into a plastic bag.	2.4
2051	eaa787009ac680e5f4e983cbe	if you could kill one person to save four, would you?	As to would I kill  person to save , I have no idea.	2.0
6520	0f3e8ed3b694277f713e965a8	The difficulty arises not from the various linguistic properties of the language pair as many here suggest.	It depends on generally syntactic structure of two languages and -yes- some pragmatic issues.	1.8
7029	2a7e6b13c27e0791d3640371d	US drone strike kills 8 militants	US drone strike kills four in NWA: officials	2.2
73	3c464711854688242b94a60f7	A man is playing the piano.	A man is playing the trumpet.	1.6
7304	f5a87f1f782442528f36d7d48	A woman is picking a can.	A man is playing a guitar.	0.133
2184	0f4ff47326dd0c2143066b115	Nutrax The plural of anecdote is not data Did gentlemen need chaperones?	Nutrax The plural of anecdote is not data	3.6
3763	b5f3c829bcb8ee9d8a71034ca	Syrian rebels move command from Turkey to Syria	Free Syrian Army moves headquarters from Turkey to Syria	3.8
6548	8db72a6f949542751c248ad27	Oh friend, I have been down this miserable road just like you.	Yes, it is accepted practice to wash new Semi-Static rope (or Single Rope Technique/SRT Rope as it is known by cavers).	0.0
8475	60b4d1a9a774aa7c719ebdc10	Defiant Mugabe sworn in for seventh term blasts 'vile' West	Mugabe sworn in for another term	4.0
3515	09c3c3d76f2e90a9ab839f871	iran is the most prolific applier of the death penalty in the world after china. 	the islamic republic is the most prolific applier of the death penalty in the world after china.	3.8
7531	a0dbd98f170d167e8b1a02c1f	A dog sniffing the bottom of a door.	A black and white dog sniffing at a closed door.	3.8
1577	070b9d387cfc616f5a0c24d46	A black dog running through water.	A black dog is running through some water.	4.8
1099	b50abf40daedde60dbc82a3a1	A black and white photo of an empty train station.	a black and white photo of a cat lying down.	1.6
6402	4d90c289ee231b67228362ddb	Why is the speed of light 299,792,458 m/s, and not (for instance) 3,1 or 4,3 x 10^44 m/s?	Speed of light being finite is one of the fundamentals of our Universe.	1.0
8303	40f3fa383545f4980dcfc0097	The meat, poultry, butter, cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.	The meat, poultry, butter, cheese and nuts were being stored by more than 100 wholesalers in Chicago.	1.8
1815	d06b910751b22a2ad50621321	A black dog with a blue collar is running in the snow.	A black dog with a red collar plays in the snow.	3.2
3575	4998a66e737b3bfd721d60b2e	the u.s., other western nations and nato condemned the violence. 	the u.s., other western nations and nato demanded a cease-fire.	3.6
7165	364bf46316833f3d5d1b3208e	Egypt arrests Muslim Brotherhood leader Badie	Egypt braces for more violence as Muslim Brotherhood calls 'march of anger'	1.6
1988	1b13ba282a49e29ac123f0be7	Girl stands in subway waiting on something.	A girl stands in a dimly lit area.	2.0
5594	cde59bdcd5f1c576b3f47c903	Chinese satellite spots large object in search area	Malaysia: Chinese satellite found object in ocean	3.0
6005	f498a6085917a028b2ace2aa5	Older man wearing beret with mountains in background.	A sheep in the morning mist with trees in the background.	0.4
5279	47bc3978500a64df6d95878a2	Thousands of Britons claim dole in Germany	Thousands of white-clad Amsterdammers march for MH17	1.0
3639	8f70623bd9873364a47b0da5f	president putin stated that russia would take countermeasures. 	putin warned that russia would take retaliatory actions.	4.4
7837	109eb68ad34e2d7cc884242cf	He is about to run into the boat	The man is getting his boat clean to take it out on the water.	1.2
3203	59a5402cbc7d075d1dde0837b	"Officials are trying to retrieve the bodies from the water,"" police officer J.D. Tambe told Reuters, adding 26 of the dead were women."	"Officials are trying to retrieve the bodies from the water,"" police official J.D. Tambe told Reuters."	3.0
4515	0b107e9d2683e1a8275c1402d	North Korea reportedly test-fires short-range missiles	North Korea launches short-range missiles	4.0
2954	af35b2b7402b92fc252958095	The fines are part of failed Republican efforts to force or entice the Democrats to return.	Perry said he backs the Senate's efforts, including the fines, to force the Democrats to return.	2.8
5435	bff4df1f275939969edaaaf53	China ‚Äėwill protect interests‚Äô of foreign business	Obama in ‚Äėdirect‚Äô confrontation with Putin on Ukraine	0.0
530	a2a2fb5e60325562436c1fc26	A person is driving a car.	A man is driving a car.	3.5
886	28b67487490f50a40c330b904	A woman is applying cosmetics to her face.	A woman is putting on makeup.	4.6
7200	3100486ea69e56af1f83aaffb	Blast on Indian train kills one	State: No funds for yeshiva that incites violence	0.0
1960	80b418c9a9bd1d40e85204781	Some children are raising their hands and clapping.	Three children are playing soccer in the sand.	0.2
1471	237a28450b99e51eb1291c7da	A man stands in front of a train.	A man stands on a platform in front of a silver train.	3.8
5059	7e0fa4969167a41a7c345e105	Syria envoy says no peace talks without opposition	Syria: Cameron and Obama move west closer to intervention	0.6
533	81aab8cf1388995d2e08dbe03	A woman is chopping broccoli.	A woman is chopping garlic.	2.6
346	1f92555667a926f254964105c	A woman is opening a soda and drinking it.	A woman is riding on an elephant.	0.6
610	a8d9e290cf86b57de09177223	A baby elephant is eating.	A baby elephant eats a sapling.	3.615
7311	f9c27f87e992d31968428d69a	Someone is slicing an onion.	A woman is cutting onion.	3.8
1262	393d4978a00984b7e324541cf	A black and white dog looking at the camera.	A small black and white goat in a pen looking up at the camera.	1.4
4736	73267f10d17b291a3be79f06a	Russia 'alone' in blaming Syrian rebels for chemical attack: US	Russia asks UN to consider its inquiry of Syria chemical arms use	2.6
3000	f4523242835322702d637a05f	"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful""."	"The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful."""	3.75
2194	83e048c6086046e49c320e72e	Bienging is unaccptable.	Being drunk is unacceptable.	1.0
7617	846e1ec66c66225a65a7c511f	A dark brown horse standing in a field.	A brown horse in a green field.	3.8
4927	e2c857078befb1abb81672c9c	Thai opposition protesters begin Bangkok shutdown	Thai protesters launch Bangkok 'shutdown'	4.8
825	27cb3552b7efe159cb984b103	The man drilled holes into the wood.	A man drills wood.	4.2
2433	fda37241bc42fa5f7da80e23c	Edited by LashL: Edited to properly mask profanity.	Edited by LashL: Edited to properly mask profanity in quoted post.	4.8
55	6fbd43796459eed739dbe3613	A man is playing the guitar.	A man is playing the drums.	1.556
6238	369050f6b7f527a72ab6a3202	A young boy in red swim trunks is jumping into a pool.	A dog is being squirted with a hose as it jumps into a paddling pool.	0.8
2958	a91d870e787fdffac04821c52	The man accused of using fake grenades to commandeer a Cuban plane that landed in Key West in April was sentenced Friday to 20 years in prison.	A Cuban architect was sentenced to 20 years in prison Friday for using two fake grenades to hijack a passenger plane from Cuba to Florida in April.	4.4
5463	68cef495b58ba40252ba1c1af	China's anger at N. Korea overcomes worry over US	China's anger at North Korea overcomes worry over U.S. stealth flights	3.2
5668	cceccccf758beb39ec68e091e	Tokyo shares open higher over buoyant U.S. market	Tokyo shares open higher tracing U.S. gains	4.0
3137	66adabf9ef4d2f02b97d60c5f	"On the other hand, if this will help further establish Steve's innocence, we welcome it."""	"If draining the ponds in Maryland will further help establish Steve's innocence, we welcome it."""	3.25
1072	9cb04d91128eaa2ffc37a8843	A black and white sheep is walking next to a white sheep.	Little black and white calf with a tag on its ear.	0.8
4615	16ed483d774a8ba95ec046ff4	Obama signs up for Obamacare	Americans scramble to sign up for Obamacare by deadline	1.2
1438	b6f5fb52cc40ae46bcd43e1df	A young girl riding a white and grey horse.	a little girl is riding a white and grey horse.	4.6
2694	b95d03dab4a6ba1e7d3b27312	Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters.	Schwarzenegger picks up more independents and crossover voters than Bustamante.	3.4
7838	245aec1ff1fab5e3208d28fc9	2 Cows are in a field.	Two sheep are in a field.	2.4
5728	b5247fe453e82862b4aaa8885	Who abandoned 3 Boeing planes at the airport?	Police abandon posts in Lesotho, fear for lives	0.0
237	2a0e0b2a1184a103c50441c82	A cat is licking a sucker.	A woman is slicing cucumber.	0.0
6560	91a5ae17fc7804b250be2625b	You will be hard pressed to find scientific studies that answer these questions with any certainty.	The topics you mention are very broad and not closely related in the scientific world.	2.2
3874	3f9a503b5bba3041c242378c7	Nissan to sell steer-by-wire cars	Nissan to offer steer-by-wire systems in some Infiniti cars	4.0
7044	0909e8c01dca800143de2e275	Wigan 3-2 Wolves: Match report, pictures & video highlights	Arsenal 0-0 Chelsea: Match report, pictures & video highlights	1.2
5868	221c5a6afd04d44d3c8cf346d	A cat is on a robot.	A man is eating bread.	0.0
1605	f15cbf0501e77f848a2aace7a	A girl in orange lights a candle.	A girl in an orange shirt lights candles.	4.0
4794	6a54e8311c2fede94a1fa6bd0	West hails Syria opposition vote to join peace talks	Syrian opposition to name delegation for talks	2.6
6480	afb793256e6832415b298bf29	It is not recommended to use greywater on vegetables that you will eat directly.	Adding soap to water allows the water to dissolve oils.	0.6
2030	b92dba6f7b9ce2b256bb2ed93	I wood have asked her if she is up for a treesome.	I wood have at least asked if a threesome was out of the question.	4.8
3325	5426432b4071dc0640bae35fa	US military officials say rotor wash from the helicopter might have blown down the banner.	"US officials said downward ""rotor wash"" generated by the hovering helicopter stripped the flag from the tower."	3.4
321	ee00b9abb048b6f7a0e59d7da	A woman is deboning a fish.	A man catches a fish.	1.25
7441	af0702cbb5f6136e41a043233	A woman is slicing ginger.	A woman is cutting potatoes.	1.6
6325	4cbd0705872bde9539ac5a426	Three humans are walking a dog.	Three people are walking a dog.	4.8
5938	e51e2e6bae31d57bafc9efed4	A woman is exercising.	A woman lifts weights.	3.4
3662	b1830b12fdeb9dc86298edc0c	russia ratified the amended version of the treaty. 	russia ratified the amended treaty.	5.0
5118	9fc980d297811cc7ea0c0975c	Outrage after reports emerge about 6-year-old Indian girl raped at school	Outrage After Indian Girl, 6, Raped at Her School	5.0
4247	fb4479705c8297953fc359256	UN aid chief Amos enters Baba Amr with Red Crescent	Syria's besieged Baba Amr is deserted, Red Cross says	2.0
6966	fbe3bb32acbf9682f710022d4	The bank's shares fell 45 cents in trading yesterday to $91.51 per share.	Shares of M&T, which is based in Buffalo, fell 41 cents, to $91.51.	2.75
7684	7c3678490aca3f06ea268d208	Two black dogs are jumping and playing with a yellow tennis ball in the snow.	A brown dog and a black dog playing with a yellow soccer ball.	2.0
7790	3fa4a12fd101a78f40f0e1ebb	The road is long.	There is nothing on the side of the road.	0.8
5550	0401a251d1d609f35ae10166a	Food price hikes raise concerns in Iran	American Chris Horner wins Tour of Spain	0.0
4924	01c81903e14f4d15c5117450e	Syrian troops push into strategic rebelheld town	Syrian army pushes assault on rebel-held town	4.0
2468	d87ba7c3a107b1a24d84fa57c	Ursel Reisen confirmed it operated the coach, but gave no details other than to say the passengers were of mixed ages.	Ursel Reisen confirmed it had been operating the coach, but declined to give details of the passengers other than to say they were of mixed ages.	4.8
8193	71793fe5ef6843e9ab55c6041	The consensus estimate of analysts polled by Thomson First Call called for a profit of $1.70 per share.	Analysts polled by Reuters Research, a unit of Reuters Group Plc, on average forecast profit of $1.69 per share.	2.5
1989	40e43e42e220244b3265c4b48	The man is sitting with a little girl in the park.	The man is playing with the shaggy little dog.	0.6
2965	0aa6f0dacf15d9033151e3bad	When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo.	At the Casa de Espaa, customers were eating dinner and playing bingo when a bomb went off.	5.0
7733	6dc0b2980e20f44e89b79c458	A brown dog runs towards the camera on a dirt trail with mountains in the background.	A brown dog runs toward the camera down a rocky trail through the brush with mountains in the background.	4.0
7342	13e4044c144ea1a7170018c7c	Two men pushed carts through the woods.	Two men are pushing carts.	3.5
6827	8a0c865d4666b416d7bac1a88	FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.	A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.	4.6
5809	d942c9d95f93a9cf6050fa04d	A woman is mixing ingrediants.	A woman is mixing food in a bowl.	3.5
3080	2914d887e0f2b0275104bd9b2	Amazon also reported that the New York Attorney General's office had settled civil fraud charges with one of the spoofers it identified.	Amazon and the New York attorney general's office have already settled with one of the alleged e-mail forgers.	3.75
3842	924611ac2aef454be58d70ca4	Olympics Opening Ceremony A Hit Around Globe	Opening ceremony gives Olympics a rocking start	4.2
1102	b92a7e1342e7a4b68bb667dd5	a dog napping under a small table.	A dog sleeping under a table.	4.6
3509	0d36d4e91e0407fb40503917d	kashmir is divided between india and pakistan. 	kashmir is claimed by both india and pakistan.	4.4
4043	93c11891baa35c0c31cfac211	Several dead, 550 injured in Argentina train crash	49 feared dead in Buenos Aires train crash	1.4
7633	0c80dad23b8b2bcf01025b8af	Older woman holding newborn baby.	a woman sitting on a sofa holding a baby.	3.4
4825	3af4d94c32a9a26296fb76dbf	6.3-magnitude quake hits Honshu, Japan: CENC	Magnitude-6.0 quake jolts Santa Cruz Islands: CENC	1.8
7327	24ab280d7aabf54e380aa3756	A machine is sharpening a pencil.	The machine shaved the end of the pencil.	3.8
4673	288dc85692522ed74f9f7cbc4	Egypt's Brotherhood stands ground after killings	Egypt: Muslim Brotherhood Stands Behind Morsi	2.4
3718	0878b7424791f8aa44bcea50f	this is particularly true in the poorest countries. 	this was particularly after ethiopia withdraws its forces.	0.4
556	8a36222adfb91ca7ae05209bf	The man is playing a guitar.	A baby is playing a guitar.	1.8
5983	c0bbf53e9cc1aca293151fdae	The flag was moving in the air.	A flag is waving.	3.75
7278	02f9b7a9f7837b9179939ffee	A little boy is singing and playing a guitar.	A man is singing and playing the guitar.	2.2
2551	e663efb08ac5bbb31ffc0af26	They passed through the Lemelson Medical, Educational and Research Foundation Limited Partnership in 2001 to Syndia.	"It said the patents were ""allegedly"" assigned to Syndia in 2001 through the Lemelson Medical, Educational and Research Foundation Limited Partnership."	2.4
1755	3c840cb636947a26c8d8e2995	A black dog is running through the snow.	A black pit bull dog is running through the dirt.	2.2
919	93ecdcb47af9f89f588c20265	A man is catching a ball.	A cat is rubbing against a baby.	0.0
7394	49ff3060dff641d9f2a068777	Someone is playing a piano.	Someone is playing guitar.	2.4
6605	6246c65bdac37d6c50c8b41a7	The Question is (from Hinduism); do you exist because of pregnancy?	The least that can be said is that we must be born with the ability and 'knowledge' to learn.	1.8
4132	e7f0aa599293046d5410f3265	World stocks fall before Greek debt deal deadline	Asia stocks fall ahead of Greek debt deal deadline	2.4
4447	15cf52590cc3f1033b485b0a1	2 dead, 2 injured in Nevada middle school shooting	Nevada: 2 dead, 2 hurt in middle school shooting	5.0
4536	d826cc9b62c57da3b812aedbf	Car bomb kills one and wounds five in Benghazi	Car bomb hits Libyan Foreign Ministry in Benghazi	3.0
4195	2daf6791c949e95aa381b71d2	Japan PM calls for quicker tsunami waste processing	Japan marks one year since quake and tsunami disaster	1.0
5951	b2ed2e7870cea7040966caff9	A man is playing a guitar.	A woman is riding a horse.	0.5
661	e16b2e27064475876376ea796	A man stares out a window.	A man looks out the window.	4.8
4886	8c88086c061b830221a5eec57	EU renews sanctions against Zimbabwe	EU lifts diamond sanctions against Zimbabwe	3.0
5164	a128bcf65db1f6a7bd932d503	Russian lawmakers pass new bill restricting Internet	Russia says ballistic 'objects' fired in Mediterranean	0.4
8106	2168ed3541d8e7d8e0b6d7b93	In the US, it will depend on the school.	This will depend on the university.	4.0
4152	24f6003f2365047bf50955db3	Romney announces Paul Ryan as running mate	Romney chooses Ryan as GOP running mate	4.4
1508	8b6483953f2a199ffb1adbcca	A man is hanging by a line off a cliff above water.	Man sitting by himself on a pier with a bottle of water.	0.6
8138	b579828762b7c7bcff015f5d6	Local police authorities are treating the explosion as a criminal matter and nothing has been ruled out.	Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter.	3.4
2432	27d2347b5bf10bad57e168c64	Cone threw an  game.	Addie Joss Cone threw an  game.	4.2
3951	4802b07ad9bc12200861f4ea3	9 killed in attacks after deadly Iraq day	19 Killed in Iraq Attacks ahead of Ramadan End	1.4
2620	02c2f03f10c28cb72a9a7be6e	"""I don't know if the person I'm talking to now may end up being someone else at another time that may not follow the rules,"" Parrish said."	"""I don't know whether the person I'm talking to now may end up being someone else,"" Parrish said."	3.4
5437	ffb39d99a077bae35480454ac	Many dead as asylum boat sinks off Australia	Mandela spends third day in hospital	0.0
6440	e533dd24892202b1c9b840cbe	Coagulated egg proteins in combination with gluten give baked goods the supporting structure they need.	There are basically two types of cakes: butter and sponge (or Génoise).	1.0
5569	db48715856ad625154e72b22b	Couple marry in the UK's first Scientology wedding	Couple get married in Britain's first Scientology wedding	5.0
7054	8661d80d850d4fa01b97fe5d7	Soggy solstice: Stonehenge gets soaking	Summer solstice celebrated at Stonehenge despite rain	3.2
5187	eba7b09ab0f80a06a297bcdcb	Russian Prime Minister On Second Day Of Crimea Visit	Russia warns against setting preconditions for Syria	0.8
1135	76c90841218704f39540292b0	A pot of liquid is at the center of a tinfoil covered plate.	A pot of food is placed in the center of a red tablecloth.	1.4
395	0e6b52b0c156f0451bbf68c9a	A dog is jumping on a trampoline.	A boy is playing a guitar.	0.0
1972	d484afcd842f97b5e45344898	A woman is sitting on a sidewalk with a cell phone at her ear.	A woman is riding her bicycle.	0.5
2321	0d17925aaa014be6977f90147	"""What does pressing the number one do?"""	"""Pressing the number one does English."""	1.6
762	ea5fc705651ca3070b8906b51	A woman is cutting flowers.	A man is holding huge sunflowers.	1.0
5236	9ea65e0a10f26376e888ac59d	Fire kills 38 in Russian psychiatric institution	38 feared dead in Russian psychiatric hospital fire	3.6
6340	5c06913b44539bd6c25953db8	There is a older man near a window.	A boy is near some stairs.	0.4
4594	faa77552683c29921966e01a2	China's yuan weakens to 6.2767 against USD Thursday	China yuan weakens to 6.1818 against USD Tuesday	2.0
7436	b93b82535e1ea6f861f0811bb	A woman is dancing near a fire.	A woman is cutting a tomatoe.	0.308
5520	5a6c94a8bead2ab92dae17a33	Venezuela expels three U.S. diplomats	Venezuela Expels 3 U.S. Diplomats	5.0
3141	b09fafb0a86524a9326e639ab	He planned to stay all day until the river crested, which was forecast for late last night.	He and the other lawyers planned to stay until the river starts receding.	2.4
5294	f4d4413cf4d782d3185963750	Gunmen kill 10 in Philippine political violence	Five killed in Philippines volcano eruption	0.6
4591	fb8566a8c70b8a153a4c99c13	'Credibility on the line over Syria'	Obama: Congress, world credibility on line	1.4
8206	bfe730037c6bb972a6b66881a	The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.	Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.	1.333
1078	b7298bf702cbdd126e2430b37	A woman posing in front of an apartment building in the snow.	A woman stands in front of a building in the snow.	4.4
2418	a2782d853ce84e62edd7d9a17	Originally Posted by jacko!	Originally Posted by IZZY!	1.2
3795	3de31becda91dc70ce096f167	ISAF: 4 coalition troops killed in attack involving Afghan police	"NATO says four troops killed in ""insider"" attack in Afghan south"	3.0
4313	2eb34cf92e31c1c3cc947ad64	Usain Bolt wins 200m – Steven Howard reaction	Facebook mobile gains drive revenue growth: reaction	0.2
3917	ca0c40883fcd2a1354e15ebc4	5 aid workers freed in operation in Afghanistan	Suicide bomber kills 37 at mosque in Afghanistan	0.8
3011	06a4345052cfda535439eb7ee	Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.	Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.	2.75
1543	803a8469471e58d37d25fa9fe	A dog swimming with a stick in it's mouth.	A dog running with a stick in it's mouth.	2.6
3387	9ab50346a32e024bf1e625a19	Both are being held in the Armstrong County Jail.	Tatar was being held without bail in Armstrong County Prison today.	2.5
1608	c41ce862db3ad73d4c861cf4f	A dog shaking off water.	A dog shaking water off.	5.0
2037	a7e83f65afb62bdf44baf6808	When did I compare homo sexuaity with a developmental disorder?	I compared homo phobia with a developmental disorder.	2.6
5830	36c119f3f74c7f3395262cd22	A man playing the guitar.	A woman is painting her lips.	0.0
5357	c32fa9e62bc1bbde5e98b985f	Stars pay tribute to Cory Monteith	Stars pay tribute to James Garner	2.2
2675	4bb0516de9f57a1c0b1657375	The Dow Jones industrials climbed more than 140 points to above the 9,000 mark, the first time since December.	"The Dow Jones industrials briefly surpassed the 9,000 mark for the first time since December."""	3.6
